,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity
3.875,143824,141958,153997,157488,153355,144045,138680,147816,175505,143165,152403,160910,167306,153010,137310,137661,123910,137344,141048,142798
3.879,145724,142603,155363,158348,153710,144317,139174,146051,172532,141153,151406,160215,164680,148315,134687,136755,123733,136596,139735,146055
3.883,147705,144642,154546,154715,150742,144996,137998,147755,172636,138979,151735,156922,163581,148600,132022,136750,125246,136058,139036,143919
3.888,148073,145067,152307,151541,149698,145004,137456,149999,171906,137703,152411,156240,163862,149747,129761,135056,125688,135194,138135,140046
3.892,145756,145483,149914,150369,150877,143360,136619,148909,170499,136970,149261,156084,164500,148776,129578,134992,124738,134783,138311,139679
3.896,143642,146044,150519,150452,150499,142158,138894,145463,171074,139356,151144,154888,165624,148444,131199,136600,124477,134617,138117,139445
3.900,144125,144567,149767,150798,152524,140543,140718,143963,172219,139878,153252,158052,166860,149374,133883,136364,124521,135102,135111,137923
3.904,144128,143824,150347,150554,152239,139596,139520,145754,173982,140193,157128,157853,166056,148120,133822,134503,124567,136131,134288,136067
3.908,143698,144014,151296,150477,150324,138909,137952,146502,176423,140141,158863,156859,166613,145269,133962,135857,124984,134758,135302,139319
3.913,144976,142663,151111,152188,148583,138753,136468,144127,177162,140178,158445,155029,168208,144579,134828,136924,125419,134580,133454,141644
3.917,145416,139282,150716,153915,148326,138200,135393,141913,176272,138810,154565,156006,167646,146708,133865,137840,123783,135544,133461,142868
3.921,145011,138052,150181,152114,148994,140580,135051,143858,176914,136423,151065,156893,165767,148096,130906,135774,122485,134751,137155,140627
3.925,143197,138502,148431,152077,149112,140904,134490,144736,177200,136569,151161,158718,166960,147476,130460,131253,123064,133244,137725,141135
3.929,140089,139390,149541,154309,148800,141202,135483,146239,179541,135394,152973,156972,168556,147746,131424,131188,123888,131529,136975,142168
3.933,140178,139447,151748,154039,146474,142000,137080,145975,178515,135437,152700,154956,168977,147311,130325,131917,122543,130139,134601,142067
3.938,141995,140775,152015,151052,143900,142438,137436,145980,176043,138058,150629,154186,168226,147328,129712,135240,120320,132094,133084,141268
3.942,141154,143615,150956,149995,141670,141526,136618,145952,175117,138022,150533,154112,168225,148975,130158,136944,121098,135108,132868,140818
3.946,139301,143388,149372,150879,143253,140175,136612,145871,174615,136760,151463,156278,169372,149364,131502,137205,122946,133104,135088,139466
3.950,139670,141720,148432,151074,145293,140140,135016,145734,174110,138092,151434,158664,170522,147502,133024,136673,122551,129942,134719,137687
3.954,140288,142403,148944,149560,144931,139912,132664,145615,174335,139594,151215,157017,169524,147095,132029,134013,123927,129771,134374,138300
3.958,139710,142440,148248,148543,142780,136480,132614,145550,175023,139270,151741,157189,170290,147819,129649,133267,124917,132922,134566,140022
3.962,140944,140146,148631,148569,142029,136804,133373,143722,175622,137765,148661,156276,169272,145484,127958,133581,124463,134965,132393,140557
3.967,140945,139059,150385,148330,144046,136826,133052,142754,175573,136860,146964,155179,165930,143699,128523,133347,122469,134470,130222,140222
3.971,139189,136661,151256,147253,143828,135487,130906,143138,176416,136972,146247,155911,163720,145950,128725,131842,121462,133365,130541,138587
3.975,141246,137000,151405,147750,143700,136883,131655,142298,176609,138312,147438,157450,163340,147128,127945,131526,120793,131109,131444,137172
3.979,141741,138239,150083,148889,144058,137731,131236,141857,176060,137432,149714,156861,164253,145740,128270,131814,120457,130390,131782,137419
3.983,138754,138544,148450,149262,144264,136031,130362,142084,173679,134970,149772,155350,165630,144135,130107,132280,121026,131314,132316,136884
3.987,135910,140978,146907,149943,144550,134851,130378,142868,171782,135154,148876,155374,165904,143355,129368,133113,123176,131384,134384,136051
3.992,137641,142636,146849,149201,146295,134933,130278,143211,170860,136023,147221,154178,166079,145289,126992,134822,123257,131473,134297,137230
3.996,138075,139079,145530,145841,148507,133665,130326,142229,170595,134847,146797,151121,164209,144437,127435,134147,122189,129090,135067,138476
4.000,137501,139270,144413,143500,147833,134036,127144,141728,169631,132244,147098,151406,163856,144216,128802,132956,121530,126460,133476,138160
4.004,136469,140288,143436,141269,143581,135033,125885,142254,168991,132065,147361,153921,162598,146269,128695,133535,121930,127473,131134,137411
4.008,137201,138629,146012,141870,141330,134690,126735,142957,170896,134482,146980,155313,160932,146852,130263,136149,121620,128569,128611,136424
4.013,136935,135994,147930,141420,140542,133601,128275,142027,170534,137050,149746,155770,161280,145352,129380,136337,122170,128111,130116,134927
4.017,137182,136150,146052,140908,137584,133332,128981,140536,171912,136827,149425,155750,163938,145489,126023,135146,124359,127538,130242,133770
4.021,134792,137570,142946,141469,137872,133574,130013,139038,171593,133864,144464,155208,166665,145167,125703,133288,122745,126452,129457,134495
4.025,137078,138609,141448,141138,139500,135593,130161,136564,170209,131990,145559,153423,164210,145438,129118,132093,120519,127677,130030,133763
4.029,137613,138923,143511,141288,139523,135051,130012,135271,168355,132250,146475,151572,161827,145897,129846,130286,121314,127098,131311,132093
4.033,139059,136606,145263,141850,140018,132900,129579,137854,166844,130967,145979,151418,163135,144886,127198,129795,120535,125626,130858,132758
4.037,139166,135002,146108,141794,140669,131642,128459,139551,167140,132047,144572,153483,165420,144628,124037,129529,118200,127118,130729,131890
4.042,139704,133806,146608,140814,143258,130707,126633,139980,166861,134208,144349,157308,166057,143266,125552,129568,119166,128164,131556,129514
4.046,139665,134800,143143,140766,142464,131650,125802,137809,166733,134228,143793,157462,164064,143835,125258,129445,122814,127445,132382,129966
4.050,137813,133872,142439,139060,140343,131703,127741,135222,166226,131476,144553,154215,162189,143810,122862,128076,122428,126314,131907,133608
4.054,135139,131192,142778,139097,138713,131034,129791,135875,165874,130784,144931,152609,161157,144950,122641,126393,120824,127298,130435,133941
4.058,132882,131370,141708,140597,138712,130812,127258,135710,168508,131159,145451,151425,158857,144641,123571,125092,119469,126973,129829,132383
4.063,132866,131054,141863,141238,140670,130542,127039,135524,168376,130580,144409,148308,156304,142487,122728,126301,120452,125890,129385,129078
4.067,134909,130387,142623,137753,142350,131890,127345,134160,167719,130533,143713,146663,156108,140258,122599,127374,121014,127501,129116,127239
4.071,135296,130393,140636,136856,144597,130774,125807,134912,168372,130363,145744,148268,156506,139244,121850,127013,119803,126790,130781,127319
4.075,134771,131005,138813,137297,140287,131763,125404,134328,168010,132229,145624,147506,154351,136651,121173,127223,118233,124746,129785,126770
4.079,133925,131225,137700,139213,134784,130792,125901,134607,165466,132687,143689,145563,154281,137283,122748,127806,117717,125099,128447,125824
4.083,133207,130441,137806,139339,133903,128355,128118,136547,163474,131105,141521,144816,155143,138443,123863,127395,116433,125962,129907,125178
4.088,133249,129738,142045,140050,134914,127483,126408,137280,159618,129023,141309,144649,154616,139490,122717,128159,117499,124720,129930,128273
4.092,133106,129882,143972,139529,136499,128198,123691,137162,158406,129623,141618,144708,154417,139562,119317,129995,118335,123964,128431,130858
4.096,132608,129419,141078,139443,137533,126837,122385,137472,157953,130200,141031,145053,154779,138656,120011,131654,117531,123811,127982,130485
4.100,132598,127947,137806,140335,138730,125903,123597,138770,157006,128469,139698,144512,154590,136589,121185,129529,116515,122737,125642,129174
4.104,133250,126632,137329,140740,140423,128348,122703,137170,156947,126384,138014,144973,155025,135037,118925,127784,115008,123553,125677,129426
4.108,131513,127759,137867,142363,138924,129011,122086,135408,158300,124858,138889,146137,152869,134837,118793,126434,113217,125248,126716,128724
4.112,130155,128882,140427,143330,136853,126979,125224,135372,158208,126603,138991,144518,153387,134048,123575,126288,112172,124414,126454,127503
4.117,131409,128473,140657,140005,136283,126735,126057,136942,157201,129693,138409,141859,151816,133548,124491,126312,112509,123611,125277,129635
4.121,130314,127035,137094,138133,138710,126622,123534,134651,155603,128670,138831,142092,148273,133627,122477,125907,112959,125006,125053,129508
4.125,129777,128835,136001,137436,139071,125980,122603,133401,153999,126124,138798,141295,144829,132289,123473,125439,115619,126191,126283,126714
4.129,130213,128664,136275,136817,137538,125513,124008,132962,153423,125085,139726,139689,145172,133327,122014,124621,115090,126440,126659,126011
4.133,129134,129281,135913,138107,138935,124573,121328,132600,153878,126912,139245,138981,147814,135736,121501,125070,112892,125136,124809,126029
4.138,130024,128505,135365,139120,137357,124711,120546,132925,156044,127743,136891,138840,148346,133478,122105,124577,111375,122648,123443,126378
4.142,128408,129707,135212,138221,135872,127327,122545,134667,155934,127428,136780,138750,146743,131661,121935,123899,113670,119662,124529,125697
4.146,125803,130630,136545,135869,135518,128945,122618,135813,154520,125898,137188,138242,147428,130783,122597,123331,115270,117714,124557,123991
4.150,125605,129335,137010,136637,135624,129340,121588,133595,152016,121855,136814,138502,147991,134018,124074,123559,114668,119428,122027,121595
4.154,125354,126432,133744,138111,136408,127234,121946,131505,151039,123867,135024,140306,147505,133265,121918,123938,113898,120563,120726,121958
4.158,124473,126339,131779,138665,137898,125777,122205,131856,151586,123689,132132,139511,145857,131202,119165,124978,115388,121121,120939,122900
4.162,123871,124149,132776,137595,136852,125506,120345,132171,149146,121272,132180,139028,144064,131143,118917,126466,118766,120917,121359,121968
4.167,124724,122265,132068,135912,135760,124402,118299,130686,150757,121959,135171,138658,144110,132645,120057,125573,118309,119433,121109,121749
4.171,125415,124940,130470,135980,134734,122667,116742,128442,148823,123693,134667,138389,145297,132260,121399,123961,114406,119276,122536,121179
4.175,126692,127126,131221,137933,133868,122467,118684,127297,146958,123748,132061,138775,145417,132593,119975,123350,112729,121005,123591,121810
4.179,126494,125190,130246,136651,136254,121079,120376,128583,146567,123217,129687,137125,142004,132334,119505,122560,112118,122108,123783,122401
4.183,125843,122811,130963,134802,135640,119399,119723,131205,147863,122019,129745,133564,140369,130571,119751,123542,111492,120656,125336,122852
4.188,125642,121207,132835,133726,135097,121168,118489,132779,146346,120835,129415,133004,143390,131258,118227,123516,112504,117918,124193,125228
4.192,123701,123484,133333,131535,134599,121002,118273,134576,144152,119433,129855,132840,144912,132862,116692,122514,114227,113589,123164,124399
4.196,122818,127216,131253,131922,132854,119724,118811,133055,144816,120222,130349,130873,142876,133165,118295,121412,113841,110736,121605,121664
4.200,125498,125279,130226,133532,133658,120639,121280,128533,145815,121167,129352,131872,140358,130354,117566,123712,112613,113472,120883,122283
4.204,126402,121604,130494,134906,135023,121016,120806,126971,146462,118872,127317,133380,140326,128098,116311,125598,111676,116611,118202,123486
4.208,124803,120048,131828,135167,133950,120340,119683,130977,146924,115267,127862,133913,140963,126299,114675,122698,110772,115712,117392,123430
4.213,124269,119486,133916,132930,133265,118641,118629,132073,143255,114558,128428,134656,138521,126379,113461,122868,109746,114410,117046,123136
4.217,125758,120379,134250,132718,133164,117043,118449,131285,141287,116272,127944,132941,137302,125510,114411,123152,108741,115617,115561,121302
4.221,125503,118880,132587,132251,131136,118266,118681,130318,143610,117814,128225,130173,138858,124981,114691,121711,108831,115572,116598,122344
4.225,125940,117525,128362,130779,132340,119132,119393,128364,144872,118484,129319,129710,140097,124300,114316,121602,107999,115182,118334,120111
4.229,125999,119974,126372,129809,133688,119856,119900,127269,143204,116492,130146,131689,139981,125842,113792,123743,107693,118344,117831,119014
4.233,125917,121019,127170,130259,131942,121319,121006,129057,141972,115111,131651,132447,139649,127737,113879,122554,108380,122251,116900,120001
4.237,126882,118528,127744,132504,129652,121922,124144,129250,142686,115226,131214,133210,138323,127986,113336,121532,108970,120447,117769,120469
4.242,128114,117277,128114,132734,129319,119558,123265,129403,142644,115972,128989,134543,135835,126971,113796,122947,107674,116493,118461,121542
4.246,127157,116728,130041,132402,130422,118215,118781,131266,141471,116480,128899,133849,132739,125181,113217,122368,107352,116431,117458,120051
4.250,125724,117559,131027,132646,131163,119663,117697,131328,144129,115774,129003,131374,131941,125390,112246,122913,109006,116734,117869,118391
4.254,126124,118570,129257,133056,129051,122230,119893,130760,144667,113588,129444,131620,135434,124973,111615,123440,108681,115285,117159,119301
4.258,125161,116282,130196,133412,128736,122461,120975,128367,144783,112505,131266,132951,137397,124366,112017,121826,106014,114409,116391,120170
4.263,125397,117365,130876,133492,129198,120006,122016,127018,145974,114393,129901,131934,136531,126775,111143,120022,108176,114215,116584,119867
4.267,123456,119156,130737,131820,130514,118417,117785,128646,147933,116577,128475,132761,137522,129142,109844,118950,109935,112727,116428,119065
4.271,122197,120198,130581,133562,129706,116290,115951,130242,148833,116092,130526,133723,138346,129709,110392,119869,108982,110960,115562,117615
